Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
Terima kasih pak gubernur atas pujiannya,0,0,0,0,0,0,0,0,0,0,0,0
"USER ISLAM pake huruf gede semua. Wow.\nTenang kami tidak buta mata, tidak buta hati dan tidak hilang nurani.\nKau boleh memilih semaumu.\nJadi aku pun boleh memilih semauku.\nAdilkan? Kecuali kau tidak mengerti makna keadilan.'",0,0,0,0,0,0,0,0,0,0,0,0
indonesia palsu = tanah pelacuran,1,1,0,1,0,0,0,1,0,0,1,0
USER USER Emang menurut kamu team 1 gak pake usaha? di produce semua orang mulai dari 0 sampe akhirnya bisa ke titik tertinggi disana. Team 2 emang bisa perform lancar tanpa cacat tp diliat darimanapun team 1 lebih bagus dan pantes buat men,0,0,0,0,0,0,0,0,0,0,0,0
"Presiden Jongos..slalu nunggu aba"" tuan Cina nya..apalagi yg dibantai Muslim bukan Cina Kafir.!",1,1,1,0,1,1,0,0,0,1,0,0
"USER Para bani kampretzz otak micin byk bertanya om bud.. knapa pemerintah mesti keluar duit untuk freeport, kan dah mau habis kontrak-nya..? Mungkin om bud bisa membantu..?'",1,1,0,1,0,0,0,0,1,0,1,0
"Nih gw lengkapin dengan videonya..!!!; ; ""kitab suci itu adalah fiksi"" USER ; ; PENISTA AGAMA itu bernama USER",1,0,1,0,1,0,0,0,0,1,0,0
dan gus dur bersikap sebagai seorang pemimpin muslim yang ramah idealis namun mencintai perbedaan pluralisme keren,0,0,0,0,0,0,0,0,0,0,0,0
Mantap ð???ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
Semua salah jokowi. Hanya di rezim jahat diktator otoriter komunis kafir zalim inilah membuat opm sampai mulai... URL,1,0,1,0,1,1,0,0,0,1,0,0
#NAME?,1,1,1,0,0,0,0,0,1,1,0,0
Komunis keren!',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Untung presidennya bapak Jokowi !! ; Mungkin kalau bukan beliau pasti nih bandara sudah mangkrak di tengah jalan. ; Terimakasih bapak presiden ð???ð???; Salam 2 priode,0,0,0,0,0,0,0,0,0,0,0,0
Kanit Binmas Ipda Mt. Hutasoit melaks Sambang dan menyampaikan pesan2 kamtibmas ttg pilgub dan pilkada 2018 kpd Karyawan BRI Ranting Muara DAMENRA SIHITE dkk di Desa Hutanagodang Kec. Muara Kab. Tap. Utara.,0,0,0,0,0,0,0,0,0,0,0,0
"Meski banyak isu yg menerpa seperti feminisme, rasialisme, dan bahkan LGBT kaya' di film Mulan, Frozen dan remake live action Beauty and The Beast, tetep salah satu kekuatan film animasi Disney pd lagu2nya yg bisa bikin penonton ikut sing along. Menyenan",0,0,0,0,0,0,0,0,0,0,0,0
"USER Syarwan Hamid Marah Besar!!; ; ""Sy menilai Presiden &amp; jajarannya berpotensi jd Pengkhianat Bangsa!; Terkutuklah kalian jk kelak trjd petaka pd Negri ini!""; ; USER; USER; USER; USER; USER; USER; ;",1,0,0,1,0,0,0,0,1,0,0,1
"USER USER Rezim plonga plongo kacung china,uda plonga plongo dungu lgi hahahah'",1,1,1,0,0,1,0,0,0,1,0,0
Bom Diiah\xe2\x9d\xa4',0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Yaudah nanti kita jalan berdua, sipit tinggalin aja'",0,0,0,0,0,0,0,0,0,0,0,0
Gubernur yang membuat bangga bangsa Indonesia,0,0,0,0,0,0,0,0,0,0,0,0
I added a video to a USER playlist,0,0,0,0,0,0,0,0,0,0,0,0
bangkai wkwks ini tuh kayak abis putus trs terngiang2 dulu tuh yg mandiin kucing dia.. eeeeeee bae2',0,1,0,0,0,0,0,0,0,0,0,0
"USER hahaha.... bikin yg nonton pada ikutan sarap, kyak dadan klo udah main2 gitar...'",0,1,0,0,0,0,0,0,0,0,0,0
Jokowi anti islam akn diusung lawan-lawan politik... buzzer dari rezim,1,0,1,0,1,0,0,0,0,1,0,0
"USER Barometernya sudah terang di Pilkada DKI"" petahana -+60% N pada akhirnya Tumbang di Kotak pemilih"" dan hasilnya dapat Gubernur yang akan membawa Rahmat bagi semua.ð???",0,0,0,0,0,0,0,0,0,0,0,0
Semakin lama semakin terdedah \xe2\x80\x9cluka\xe2\x80\x9d dan \xe2\x80\x9ccacat\xe2\x80\x9d aku',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER Lagi pada ngeles om Anies Sandi,1,0,1,0,0,0,0,0,1,1,0,0
"Allah SWT tak paham toleransi hrs DIBUANG USER Ingin Belajar Toleransi & Keindonesiaan, Gabung SabangMerauke 2016",1,1,0,1,1,0,0,0,0,0,0,1
"Jangan sedih kalo pas makan siang liat ""sendok aja ada pasangannya, garpu"". Taplak gak ada pasangannya kok, sama dia aja.'",0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER Boleh banget. Rezim ini memang anti-islam dan anti-ulama. Ini buktinya. URL,1,0,0,1,1,0,0,0,0,0,1,0
USER USER USER cupu loe bawa2 squad',1,1,1,0,0,0,0,0,1,1,0,0
"Setuju... Usir aja keturunan arab, india, cina termasuk ente zul. URL",1,0,0,1,0,1,0,0,0,0,0,1
Jadi sebenarnya dokumen hasil TPF Munir itu tidak hilang. Yg hilang adalah nyali politik Jokowi. Kenapa? Apa krn kasus ini tjd di era Mega?,1,0,1,0,0,0,0,0,1,1,0,0
USER Ayas kunyuk.',0,1,0,0,0,0,0,0,0,0,0,0
Bawaslu menyatakan PKPI lolos memenuhi syarat mengikuti Pilkada 2019. #Liputan6SCTV,0,0,0,0,0,0,0,0,0,0,0,0
"2. Presiden USER yakin, Indonesia akan menjadi negara yang semakin besar, kokoh, dan kuat, apabila ulama dan umara-nya selalu beriringan serta menjaga tali silaturahmi #JokowiAjakUlamaSejukkanPilkada",0,0,0,0,0,0,0,0,0,0,0,0
USER Aku nggak dicepetin lho akhirnya jijik sendiri. WOI IYAA IKUTAN TAHAN NAPAS AKU PAS KEJAR KEJARAN',0,0,0,0,0,0,0,0,0,0,0,0
"USER Esdegan negaranya ada kedubes israel dan menjalin hub diplomatik, jokowi gak menjalin hub diplomat..\nEsdegan antek yahudi?'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER Salut atas keikhlasan USER bersedekah menghabiskan dana milyaran utk,0,0,0,0,0,0,0,0,0,0,0,0
"Kunjungan Anies ke Turki Tuai Pujian Ribuan Warganet, Katanya: Ini Gubernur apa Presiden? Selengkapnya :",0,0,0,0,0,0,0,0,0,0,0,0
USER Kaya lu terkutuk',1,1,1,0,0,0,0,0,1,1,0,0
USER Anda hebat bs mengukur kadar keimanan seseorang. Tp kadarmu tak kau lihat.. Apakah anda tergolong orang yg dah picek mata hatinya',1,1,1,0,0,0,1,0,0,1,0,0
RT USER: Orang gila tanpa gangguan mental adalah orang yang paling logis\n(?)',0,0,0,0,0,0,0,0,0,0,0,0
USER Biasa si somad sebenernya pingin ngopi di strabuck..tp ngk bisa..mad somad USER yo ngopi yuuuk....trus entr gw tamparin cocot lu biar tambah monyong...',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER yg mau ganti presiden? Calon ngga,0,0,0,0,0,0,0,0,0,0,0,0
dekalarasi pilkada 2018 aman dan anti hoax warga panggreh jabon,0,0,0,0,0,0,0,0,0,0,0,0
"Dari 2 tahun lalu teriak-teriak ""jokowi diktator"" tapi sampe sekarang yang teriak kayak gitu tetep bisa hidup nyaman. Ironis menurut gue.",1,0,1,0,0,0,0,0,1,1,0,0
"Sinting sih, bukan cuma pesepakbola, tapi juga jualan bahan kimia! URL",0,1,0,0,0,0,0,0,0,0,0,0
Soal Ujian Sekolah SD Pendidikan Agama Islam (PAI),0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Anjirr Di fuck sama Kontol Kuda.. URL,0,1,0,0,0,0,0,0,0,0,0,0
islam nusantara hanya sbgai taming komunis dan syiah liberal untuk mrnghancurkan islam di indonesia.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER Pks jg antek komunis tuh,1,0,0,1,0,1,0,0,0,0,1,0
"USER Patung Tugu Rato Nago Besanding. lokasi di Disimpang Tiga Kampung Kagungan Ratu, Kecamatan Tulang Bawang Udik, Lampung #TebakGambarIM3Ooredoo USER USER USER USER USER'",0,0,0,0,0,0,0,0,0,0,0,0
"Angkat Tangan! Jgn Bergerak! ,*, Ciyus? , Cumpah? , Miapa? #lucu'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Apa yg dilakukan o rezim pemerintah sekarang mmg perlu mendapat apresiasi. Di sisi lain ada beberapa pekerjaan rumah yang perlu di selesaikan. Semoga di periode ke 2 bisa di tingkatkan. Pak Dhe harus berani u membenahi PR,0,0,0,0,0,0,0,0,0,0,0,0
"â??Saya mengajak agar para ulama mendinginkan situasi, menyejukkan situasi,â?? ungkap Presiden Jokowi USER",0,0,0,0,0,0,0,0,0,0,0,0
"Saya bkn ahli ekonomi, tapi pernah denger, kalo cetak banyak uang malah membuat inflasi, dan rupiah harga cetaknya sesuai nominalnya, kok bisa admin USER berstatement sperti itu. Mohon koreksi kalau salah",0,0,0,0,0,0,0,0,0,0,0,0
"USER ngakak,ngatain diri sendiri noob wkwk. eh btw lu out dari ena bang?'",0,0,0,0,0,0,0,0,0,0,0,0
"Kali ini saya angkat jempol sama USER , bukan pada soal isi pernyataannya melainkan pada tindakannya yang bisa jadi aksi ""test the water"". Dengan begini ketahuan mana pembela agama sejati dan mana yang abal-abal. Yang mendukung pernyataan USER",0,0,0,0,0,0,0,0,0,0,0,0
"mau marah tp kok kasian sm yg udh kerja keras tnpa bacot. tp kalo didiemin, yg kerja keras banyak bacot mlh tmbh bau mulutnya.'",1,1,1,0,0,0,1,0,0,1,0,0
Oh ya lupa... trimakasih banyak Pak sejak Bpk jdi presiden barulah jalan negara di tempat kami terjamah aspal mulus.... Pos Lintas Batas ngk malu-maluin lgi. Serasa sdh berada di surga pak.,0,0,0,0,0,0,0,0,0,0,0,0
(cont.) mendekati Phoebe dengan tatapan\xe2\x80\x94entah lah. Keanu tidak merasa terintimidasi. Hanya saja terlalu tidak ramah untuk orang asing yang baru bertemu. Sementara Ilya yang berada di gendongan nya pun ia hadapan kan ke depan. Tangan mungil nya,0,0,0,0,0,0,0,0,0,0,0,0
USER USER suruh si munawar itu mimik kencing onta\nmunawar yg munafik',1,1,1,0,0,0,0,0,1,1,0,0
USER Bisa...tapi harus siap dikatain kafir komunis antek asing dsb...',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ngrebut saham? Utang lagi...utang lagi...tukang tipu. Duit utangan trus dipakai utk pencitraan. Soplak bener rezim ini',1,1,1,0,0,0,0,0,1,1,0,0
"USER Oh scamming. Ya urus lah bego, orang lu butuh'",1,1,1,0,0,0,0,0,1,1,0,0
"Orang yg sering tertawa belum tentu gila, dan orang yg ga pernah tertawa belum tentu waras.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER tangkap dan bunuh saja itu bajingan...prcma klo ngarep ama ""penegak hukum""'",0,1,0,0,0,0,0,0,0,0,0,0
USER eeh bang perek baru keliatan\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
"USER Iya. Game yg diangkat pilem yg bagus apa cb? Assassin's Creed kacrut jg. Resident Evil mgkn oke.""",1,1,0,1,0,0,0,0,1,0,1,0
Tak pasal keluar perkataan babi bila baca last tweet \xf0\x9f\x98\xad URL,0,1,0,0,0,0,0,0,0,0,0,0
USER USER Dan sy yakin anis menang di gurun pasir bnyak onta nya',1,1,1,0,0,0,0,0,1,1,0,0
USER jancuk',0,1,0,0,0,0,0,0,0,0,0,0
USER Si dongo dah numpang makan ma rakyat kerjanya cuma bisa nyinyir....',1,1,1,0,0,0,0,0,1,1,0,0
"USER IYA SIH TAPI SAMPE EMAK KU BILANG KETAWA NYA KAYAK KUNTI:""))('",0,0,0,0,0,0,0,0,0,0,0,0
"Yang patut ditunggu oleh kita semua \n\nBani Hoax mulai membangun Ahok seperti Nelson Mandela\n\nPertanyaan memalukannya selanjutnya adalah, apakah Ahok ditahan di LP seperti mandela?\n\nMandela itu pahlawan, sementara ahok itu pemimpin yg suka marah2 d",1,0,0,1,0,0,0,0,1,0,1,0
"USER basmi dulu punya lu, malah merhatiin org lain si onta :)'",1,1,1,0,0,0,0,0,1,1,0,0
GANYANG PKI itu Kewajiban dalam Menjaga NKRI n Pancasila URL,1,0,0,1,0,1,0,0,0,0,0,1
USER Keren amat warteg pake taplak mejanya',0,0,0,0,0,0,0,0,0,0,0,0
"USER emang dipikirnya ada agama asli indonesia ?, Islam impor, kristen impor, hindu impor, budha impor, yahudi impor, bahkan komunisme pun impor, yg gak impor itu aliran animisme dan dinamisme, mau dipelihara lg aliran jahiliyah itu x ya ?'",1,0,1,0,1,0,0,0,0,1,0,0
USER USER USER USER USER USER Anjir mikirnya ngocok ya :(',0,1,0,0,0,0,0,0,0,0,0,0
"USER SMA ku dulu negeri (dan termasuk yg favorit), jadi favorit buat yg minoritas karena ga jadi minoritas di sana. 50:50 yg muslim &amp; kristen/katolik. Di kelasku malah masing2 sepertiga. Ga tahu sekarang masih gitu/ga.'",0,0,0,0,0,0,0,0,0,0,0,0
seni budaya,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER yg jelas krn bukan org2nya Ahok atau P Jokowi, dianggap bkan menghina islam tp cuma kepeleset lidah saja, itulah kalau bela2 agama cuma diniatkan menghajar lawan politik... agama ko jd alat transaksipolitik, memal",1,0,1,0,1,0,0,0,0,1,0,0
USER KUDA KEKNYA BUKAN ONTA WKWKWKWK',0,0,0,0,0,0,0,0,0,0,0,0
Dasar jd cina kok goblok mau aja bayarin kucing gembrot model gtuan',1,1,1,0,0,1,0,0,0,1,0,0
"Seandainya hari ini kita membiarkan penyakit berkudis ini bertapak, maka sedikit demi sedikit ia akan menjadi barah yang tidak mampu diubati, kata PU Amin \n\n#utusanmalaysia #utusanonline URL",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Halo kebetulan skripsiku dulu ttg transgender jg. Coba aja kamu cari ttg website suara kita untuk lgbt jakarta. Kalau km ke yogya, km bisa coba ke LSM kebaya. Good luck!'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Dah kau tanya aku jawab lah hahahaha dah tu kau ingat aku bisu? Tau orang bisu romen macam mana??!! Tapi aku rasa banyak guna tangan lah, nak apa tunjuk je macam beli kuih raya \xf0\x9f\x98\x82\xf0\x9f\xa4\x94'",0,0,0,0,0,0,0,0,0,0,0,0
"even dia ustaz, berserban berjubah putih, tapi kalau drive macam celaka, dia tetap tergolong dalam golongan babi ya anak anak.'",1,1,1,0,1,0,0,0,0,1,0,0
"#Serba #Mendadak; ; Mendapat peci, ; Mendadak dekat ulama,; Mendadak singgah Pesantren, ; Mendadak mirip Sahabah Nabi,; ; Kitab Suci Fiksi,; Mendadak Bela Islam; ; #Baper Salah Tempat ; ; 411, 212, kemane aje? ð???",0,0,0,0,0,0,0,0,0,0,0,0
Media Oposisi: Sebaiknya Jokowi Mundur Itu Lebih Negarawan URL,1,0,1,0,0,0,0,0,1,1,0,0
"Siapppp...sbtlnye ga nunggu 2019, lbh cpt lbh baik jokowi kita lengserkan...sblm negeri ini kacau balau",1,0,1,0,0,0,0,0,1,0,0,1
"USER Contohnya, kalau kita lihat, bayi yg baru lahir, ada yg cacat, ada yg dilahirkan dlm keadaan x sempurna mcm bayi lain, adakah tu tanda Allah zalim pada hambanya? Tidak, Allah tahu apa yg kita x tau. Sabarlah dgn ujian Allah'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Gw ni aslinya geblek kalo suruh kasih saran sama kritik, asli dh \xf0\x9f\x98\xad\n\nSo far baguss, cukup bikin penasaran. Tapi gw ngerasa kayak cepet banget gitu, mungkin u kudu sedikit nambah narasi kali ya'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Duh kok kesannya insensitive gt yaaa sis \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f gr gr bom tempo hari asosiasi cadar makin negatif, eh saiki ketambahan iki \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER Ini pasti kerjaan bani tembluk yg stres akibat jagonya nyungsep di jabar, jateng, dan jatim.'",1,1,0,1,0,0,0,0,1,0,1,0
"Sinergitas Dalam Penangulangi Terorisme, BNPT Datangi Polda Bali; ; Dalam rangka menyukseskan Pilkada serentak 2018 dan tahapan Pemilu 2019 di wilayah Provinsi Bali, Badan Nasional Penanggulangan Terorisme (BNPT) datangi...",0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER MEN MENSIP KALIAN UHUWWW GA KERASA MW BROJOL IYA SEMOGA LANGGENG!! JGN TENGKAR2 KAYA BOM BOM CAR!! SEMOGA MENJADI PANUTAN Q YG BAIQ. DAH GUBYA MWAAAA \xe2\x9d\xa4',0,0,0,0,0,0,0,0,0,0,0,0
"Di wayang golek semar dan keluarga mereka selalu di hina oleh dorna dan orang yang tidak suka terhadap mereka, tapi semar dan keluarga selalu memaafkan perbuatan mereka sebelum mereka meminta maaf langsung.'",0,0,0,0,0,0,0,0,0,0,0,0
#MataNajwaDebatJakarta si Cina Babi ahok bloon banget. Sok pinter banget lagi. Asal bukan Ahok,1,1,1,0,0,1,0,0,0,1,0,0
USER Susu kntl manis = susu kental manis \xf0\x9f\x98\x83',0,0,0,0,0,0,0,0,0,0,0,0
USER cebong norak memang',1,1,0,1,0,0,0,0,1,0,1,0
USER USER Memahami hadits jgn sepotong2 ntar mulutnya bau pesing \xf0\x9f\x98\x82. Pelajari awal mula kenapa itu ada hadits Air Kencing Onta \xf0\x9f\x98\x81',1,1,1,0,1,0,0,0,0,1,0,0
Ups.... udh 2 x ngentod tp kontol q ini kk msih ngaceng lgi y....',0,1,0,0,0,0,0,0,0,0,0,0
Abis kerja pkl 11 sampai sekarang tk blk rmh nasib bujang kalau dah kawin mampus bini aku sangsi kata aku tido rmh bini no 2 haha',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Aku benci dengan rasa cemburu. Dia seringkali secara bajingan mengoyak-ngoyak isi hati yang tadinya sedang baik-baik s\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
USER biar edan lil \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
"USER Malam bloon, sama aje lu juga salah wkwk'",1,1,1,0,0,0,0,0,1,1,0,0
Kecewa tapi bisu..',0,0,0,0,0,0,0,0,0,0,0,0
"Pas ditegur duluan baru deh ngeh, itupun matanya harus pake di sipit sipitin dulu buat menerka nerka siapa yaa ini yang negur\xf0\x9f\x98\x82 wkwk'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER TAE UCINK SIAPA YG SIRIK\xf0\x9f\x98\xa0\xf0\x9f\x98\xa1\n\nEmang mo gangguin kalean:(\n\nDiem lu coeg',1,1,1,0,0,0,0,0,1,1,0,0
USER rajin sholat &amp; berhijab itu hukumnya wajib.\nkita gatau kenapa dia jadi lesbi mungkin dia punya alasan tersendiri yang bikin dia kayak gitu dan orang lain gabisa paham. perasaan tetap perasaan. jadi yang bisa memandang dia cuma Allah bukan,0,0,0,0,0,0,0,0,0,0,0,0
Solo - Sby.... 10 jam??? Katrok bin udik soalnya lbh parah dari 25 Thn yll....',0,1,0,0,0,0,0,0,0,0,0,0
USER Hancurkan PDIP...beserta antek 2nya....kumpulan kafirun munafikun....',1,1,0,1,1,0,0,0,0,0,0,1
"Mana para babi ahok yg ngejek onta, biar di injek2 ama onta",1,1,0,1,0,0,0,0,1,0,1,0
Presiden Joko Widodo resmi mencabut 14 proyek dari daftar Proyek Strategis Nasional (PSN). Ini alasannyaâ?¦â?¦â?¦â?¦,0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
USER Ini orang mengatasnamakan muslim tp picik nya koq spt Yahudi.',1,1,1,0,1,0,0,0,0,1,0,0
USER USER USER USER anda lebih TOLOL',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Ngewe di pantai kayaknya enak bro \xf0\x9f\x98\x82 USER USER USER USER #gayvid #gaylokal #ngentot\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0
Menjelang Pilkada Anggota Polsek Tegalrejo Polres Magelang sambang/DDS pada Tokoh Agama sertaâ?¦,0,0,0,0,0,0,0,0,0,0,0,0
anjir ini mati listrik sepulau namanya euy',0,1,0,0,0,0,0,0,0,0,0,0
Budaya Sunda Bikin Mahasiswa Asing Jatuh Cinta,0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: pada akhirnya si orang pintar yg jadi gila ini mati, matinya kapan ?? dia mati bersamaan dengan ""langkah akhir"" yg ketua\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Rakyat lebih paham hoax nya golongan kampret..... Rakyat paham krja pemerintah. Dasar sampah lu...',1,1,1,0,0,0,0,0,1,1,0,0
USER USER brisik ini jablay nya jos',0,1,0,0,0,0,0,0,0,0,0,0
RT USER Mending loe beritain mentri joko atau jokowi nya yg mundur krn gagal hadirkan pemerintah yg berkualitas minimal ber IQ,1,0,1,0,0,0,0,0,1,1,0,0
USER USER Emangnya sblm tahun 1988 wilayah palestina itu kosong apa..? Palestina itu sebelumnya adl salah satu propinsi kekhalifahan turki ustmani. Turki hancur krn persekongkolan yahudi yg mendukung pemberontakan kemal attaturk. Secara d,0,0,0,0,0,0,0,0,0,0,0,0
"USER untuk gubernur DKI yg terhormat saya kasih saran tolong bwt TPA sampah jgn banyakin apartemen,rumah Palagi mall",0,0,0,0,0,0,0,0,0,0,0,0
BRENGSEK BOYFRIEND SEKALI AKU GA KUAT',1,1,1,0,0,0,0,0,1,1,0,0
"USER Awalnya pasti mikir enggak kok enggak, cuma sekedar bacaan aja kan\n\nTapi sadar gasadar sih kita disadarin buat nerima lgbt dari bacaan ff itu, setelah itu kita mudah ngeimajinasiin bias dengan other bias bxb... yahhhh begitu deh pokoknya",0,0,0,0,0,0,0,0,0,0,0,0
USER Cuma di rezim ini smua halal gegara duit.\nRasa malu pejabat pd putus kek nya.\nKadang uda keciduk blunder mlh nabrak hukum yg dibuat sendiri. Parah ni rezim.',1,0,0,1,0,0,0,0,1,0,1,0
USER Kenapa ga pake renpel taplak meja prasmanan aja? Biar jadi seksi konsumsi.',0,0,0,0,0,0,0,0,0,0,0,0
USER emang kapan Tuhan pernah ikut pilgub sama lari ke arab ya cong??\nelo udah bencong otak idiot pula ....hina banget idup lo ya cong',1,1,1,0,0,0,1,1,0,1,0,0
"DPRDnya akan sibuk terima suap lagi dari para kandidat dan parpol pendukung, bukankah dulu kita pilkada langsung untuk menghapus ini?;",0,0,0,0,0,0,0,0,0,0,0,0
USER Gpp lah gua jg lagi masa masanya noob ini jd gapapa .g',0,0,0,0,0,0,0,0,0,0,0,0
USER Padahal shua cuma saudara jauhnya kunti loh oppa.. \xf0\x9f\x98\x94',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: bocah SMP jaman now,, colmek sampe becek \n\n#bahancoli #memek #colmek #colokmemek #jembut #memekbecek URL",0,1,0,0,0,0,0,0,0,0,0,0
edan yang retweet 800 D:',0,1,0,0,0,0,0,0,0,0,0,0
Ganyang PKI..!! Peramg terbuka generasi PKI dg ummat islam..!!,1,0,0,1,0,1,0,0,0,0,0,1
"kader USER ada yg fitnah jokowi sbg antek komunis contoh: USER, Jd tau siapa yg mainkan isu PKI",1,0,1,0,0,0,0,0,1,1,0,0
USER Apaan sih bego? Namanya juga internet. Hadeh goblog.',1,1,1,0,0,0,0,0,1,1,0,0
"USER jangan kasih kendor....kalau bisa bubarkan sekalian tu ormas, ehh itu pemimpinya beneran umroh apa jadi tki sih......'",1,0,0,1,1,0,0,0,0,0,1,0
"Cinta itu kuncixa d hati,, \nJika kau benar2 mencintai, hormati dan sayangi,, \nBaxak atw sedikit cacat yg d miliki pasangan, sebisa mungkin d tutupi,, \nBertengkar itu biasa, tp jgn dijadikan api dlm sekam. Selalu bersyukur atas apa yg d terima..\xf0\x9",0,0,0,0,0,0,0,0,0,0,0,0
USER Ikr udah tau picek pun masih selpi. \xf0\x9f\x98\xad\xf0\x9f\x98\xad',1,1,1,0,0,0,1,0,0,1,0,0
USER lu kata titit-tititnya lagi tamasya.. tae ah \xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER Mantap!!!!kemajuan yg luar binasa,,,\nSalam cebong mania'",0,1,0,0,0,0,0,0,0,0,0,0
Pets khususnya kucing dan anjing ini memang longstream niche. Dari dulu sampai kapanpun. Salah satu pendapatan affiliate amazon terbesar adalah dari niche kucing dan anjing jualan pakan dan asesoris.',0,0,0,0,0,0,0,0,0,0,0,0
USER Eh ngentod gakusah ngegas!',1,1,1,0,0,0,0,1,0,1,0,0
RT USER: Ruhut: Prabowo Kebelet Mau 'Nyapres' Jadi Asal Komentar URL,1,0,1,0,0,0,0,0,1,1,0,0
kereta bandara tuh tai bgt ga si GANGGU JADWAL krl',1,1,0,1,0,0,0,0,1,0,1,0
RT USER Koruptor selalu di lindungi kpk selalu mau di bubarkan... Mau di bawa kemana negara ini... Pemerintah nya banyak koruptor,1,0,0,1,0,0,0,0,1,0,1,0
Berita baru (Gubernur Banten : Eksplorasi Panasbumi Batu Kuwung Jalan Terus) telah diterbitkan di PABUMNews -,0,0,0,0,0,0,0,0,0,0,0,0
"baiklah, anak putri langit yang bisu karena langit biru milik robot penyair'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Dlu jaman aku kuliah, ada menu dr ampas tahu, ga enak. Di magelang dimasak apa mz?'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Cebong dongo \nOtak jongkok',1,1,1,0,0,0,0,0,1,1,0,0
"Dari zaman dahulu, org2 munafik selalu bekerjasama dg org2 kafir utk meruntuhkan Islam. Sekarang pun demikian..'",0,0,0,0,0,0,0,0,0,0,0,0
"Penggusuran paksa adalah pelanggaran berat HAM, terutama dari hak ekonomi-sosial-budaya, dimana disitu ada hak atas hunian layak. ; Lalu apa hubungannya dengan kasus Pak Novel Baswedan? ; #HamHunianLayak",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Saya kirain ada orang yg bisa spi ke bulan naik Onta.\nSetau saya USA &amp; Yahudi kebanyakan pake Otak bukan pake Onta...\xf0\x9f\x98\x82',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER USER USER USER njing loe komen ngapain loe mention cebong budug, cemen loe njing \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Hrs dwaspadai atas nama ham tpi berujung k,0,0,0,0,0,0,0,0,0,0,0,0
USER Bangad kebaca bangsad',0,1,0,0,0,0,0,0,0,0,0,0
"Oh paham \xf0\x9f\x98\x82\nItu cewek bercadar ingat cerita ini kali yak.. \nSaya kasih tau.. Ini cerita cuma ngasih minum anjing, bukan melihara anjing.. Elu paham kgak?? Dasar banci \xf0\x9f\x98\x82, aslinya cowok nyamar jadi cwek bercadar. URL",1,1,1,0,0,0,0,1,0,1,0,0
